Formula,gfa,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
Ag45Ce3Cu52,0,Ag45 Ce3 Cu52,Ag0.5658208499571443 Ce0.048998409919139126 Cu0.3851807401237164 ,Ag0.45Ce0.03Cu0.52,0.088449301,8.177477766,0.020747974,5.5986,1.259080817,-0.00668917,85.78809,8578.809,-0.855034037,0.049104105,0.059007,10.76,1.0584,3.2719,4,2,0,1,1,36.7192,0.250286068,4.598796,-0.033841254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.78809,10.76,4.51,29,37.97,0.5,1.4775,0.81,1.8901,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,0.020747974,0.020747974,0.06164414,0.063966086,0.078859833
Ag45Ce4Cu51,0,Ag45 Ce4 Cu51,Ag0.5608153034084353 Ce0.06475325921603202 Cu0.3744314373755326 ,Ag0.45Ce0.04Cu0.51,0.094021622,4.380070335,0.016647964,5.9574,1.258680654,-0.006913001,86.55379,8655.379,-0.782007947,0.056179965,0.069918,10.68,2.0376,3.2802,4,2,0,1,1,36.3876,0.260382087,4.758864,-0.037510661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.55379,10.68,4.53,29,38.26,0.5,1.4825,0.81,1.8823,1.04,0,9.64,0.04,0.097014925,0,0.899253731,0.003731343,0.016647964,0.016647964,0.053541261,0.058943891,0.070894922
Ag45Ce5Cu50,0,Ag45 Ce5 Cu50,Ag0.5558975436068168 Ce0.08023180162870855 Cu0.36387065476447467 ,Ag0.45Ce0.05Cu0.5,0.099027882,3.054725312,0.012547451,6.305,1.258282014,-0.007114196,87.31949,8731.949,-0.725455569,0.062391811,0.080575,10.6,3,3.2885,4,2,0,1,1,36.056,0.270120942,4.9123,-0.041037417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.31949,10.6,4.55,29,38.55,0.5,1.4875,0.81,1.8745,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,0.012547451,0.012547451,0.040824829,0.050510397,0.064295434
Ag50Ce3Cu47,0,Ag50 Ce3 Cu47,Ag0.6128582499471615 Ce0.047764538510662 Cu0.33937721154217637 ,Ag0.5Ce0.03Cu0.47,0.087189887,7.819680566,0.013481484,5.5896,1.258438441,-0.00670633,88.0042,8800.42,-0.88217078,0.048969717,0.058957,10.76,1.1044,3.2449,4,2,0,1,1,35.8952,0.254571673,4.590556,-0.034143737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0042,10.76,4.56,29,38.87,0.5,1.49,0.81,1.8916,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,0.013481484,0.013481484,0.049665548,0.068160503,0.090819419
Ag50Ce4Cu46,0,Ag50 Ce4 Cu46,Ag0.607571935982805 Ce0.06313671638697352 Cu0.3292913476302215 ,Ag0.5Ce0.04Cu0.46,0.092484786,4.223741324,0.009377892,5.9304,1.258040723,-0.00692167,88.7699,8876.99,-0.809226869,0.056017096,0.069768,10.68,2.1056,3.2532,4,2,0,1,1,35.5636,0.264169503,4.734144,-0.037673601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7699,10.68,4.58,29,39.16,0.5,1.495,0.81,1.8838,1.04,0,9.64,0.04,0.097014925,0,0.899253731,0.003731343,0.009377892,0.009377892,0.043204938,0.058990473,0.083150428
Ag50Ce5Cu45,0,Ag50 Ce5 Cu45,Ag0.6023760381345521 Ce0.07824597143482594 Cu0.31937799043062204 ,Ag0.5Ce0.05Cu0.45,0.09724238,2.951611827,0.005273797,6.26,1.257644513,-0.007114196,89.5356,8953.56,-0.752340842,0.062203554,0.080325,10.6,3.09,3.2615,4,2,0,1,1,35.232,0.273430041,4.8711,-0.041052875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5356,10.6,4.6,29,39.45,0.5,1.5,0.81,1.876,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,0.005273797,0.007510422,0.040824829,0.052293026,0.076268421
Ag50Ce10Cu40,0,Ag50 Ce10 Cu40,Ag0.5776749307281921 Ce0.15007481462360803 Cu0.2722502546481999 ,Ag0.5Ce0.1Cu0.4,0.115220484,1.281231634,-0.015254229,7.74,1.255685796,-0.007842999,93.3641,9336.41,-0.590775867,0.085974815,0.1293,10.2,7.76,3.303,4,2,0,1,1,33.574,0.315513374,5.4564,-0.055749195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3641,10.2,4.7,29,40.9,0.5,1.525,0.81,1.837,1.1,0,9.1,0.1,0.106796117,0,0.883495146,0.009708738,-0.015254229,0.015254229,0.034109162,0.05056709,0.068272654
Ag55Ce5Cu40,0,Ag55 Ce5 Cu40,Ag0.6466093111507132 Ce0.07635607009395247 Cu0.27703461875533436 ,Ag0.55Ce0.05Cu0.4,0.095024578,2.784039023,-0.002010072,6.125,1.257010888,-0.007026272,91.75171,9175.171,-0.778131571,0.061992278,0.079575,10.6,3.22,3.2345,4,2,0,1,1,34.408,0.274784124,4.7475,-0.040553487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.75171,10.6,4.65,29,40.35,0.5,1.5125,0.81,1.8775,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,-0.002010072,0.007650609,0.067913094,0.073424477,0.084324417
Ag55Ce6Cu39,0,Ag55 Ce6 Cu39,Ag0.6412577913713754 Ce0.09086895104391704 Cu0.26787325758470754 ,Ag0.55Ce0.06Cu0.39,0.099119255,2.174378486,-0.006118253,6.4254,1.256618572,-0.007190299,92.51741,9251.741,-0.731864866,0.067530665,0.089778,10.52,4.2096,3.2428,4,2,0,1,1,34.0764,0.283256036,4.861344,-0.0436018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.51741,10.52,4.67,29,40.64,0.5,1.5175,0.81,1.8697,1.06,0,9.46,0.06,0.100189036,0,0.894139887,0.005671078,-0.006118253,0.008419523,0.055455805,0.067985794,0.077916319
Ag55Ce8Cu37,0,Ag55 Ce8 Cu37,Ag0.6308161687532251 Ce0.11918577172853119 Cu0.24999805951824378 ,Ag0.55Ce0.08Cu0.37,0.106208725,1.542615833,-0.014336125,6.9926,1.255838363,-0.007472141,94.04881,9404.881,-0.662406613,0.077252341,0.109422,10.36,6.1384,3.2594,4,2,0,1,1,33.4132,0.299369946,5.069136,-0.049232031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.04881,10.36,4.71,29,41.22,0.5,1.5275,0.81,1.8541,1.08,0,9.28,0.08,0.103448276,0,0.888888889,0.007662835,-0.014336125,0.014336125,0.034664997,0.050258566,0.069000072
Ag5Ce5Cu90,1,Ag5 Ce5 Cu90,Ag0.0775019790744757 Ce0.10067162796819858 Cu0.8218263929573257 ,Ag0.05Ce0.05Cu0.9,0.097315393,1.178764042,-0.005521714,3.425,1.263526102,-0.003279022,69.59061,6959.061,-0.346243237,0.063106449,0.064575,10.6,3.72,3.5045,4,2,0,1,1,42.648,0.185220189,2.2755,-0.02444269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.59061,10.6,4.15,29,31.35,0.5,1.3875,0.81,1.8625,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,-0.005521714,0.005521714,0.005832118,0.032631974,0.04654197
Ag5Ce6Cu89,1,Ag5 Ce6 Cu89,Ag0.07665851151090783 Ce0.11949120128670764 Cu0.8038502872023845 ,Ag0.05Ce0.06Cu0.89,0.104759454,1.043573672,-0.007452138,3.9054,1.26310879,-0.003511055,70.35631,7035.631,-0.319927215,0.068927882,0.075778,10.52,4.4896,3.5128,4,2,0,1,1,42.3164,0.20001564,2.554144,-0.028300304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.35631,10.52,4.17,29,31.64,0.5,1.3925,0.81,1.8547,1.06,0,9.46,0.06,0.100189036,0,0.894139887,0.005671078,-0.007452138,0.009555959,0.019413159,0.032121307,0.048287514
Ag5Ce8Cu87,1,Ag5 Ce8 Cu87,Ag0.07502548071151523 Ce0.15592762657205247 Cu0.7690468927164323 ,Ag0.05Ce0.08Cu0.87,0.117458082,0.873999829,-0.015579115,4.8326,1.262279039,-0.003932546,71.88771,7188.771,-0.285041449,0.079144534,0.097422,10.36,5.9784,3.5294,4,2,0,1,1,41.6532,0.227071055,3.091536,-0.035776968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.88771,10.36,4.21,29,32.22,0.5,1.4025,0.81,1.8391,1.08,0,9.28,0.08,0.103448276,0,0.888888889,0.007662835,-0.015579115,0.017032619,0.022079402,0.04224841,0.05850977
Ag10Ce3Cu87,1,Ag10 Ce3 Cu87,Ag0.15349371585928034 Ce0.0598144554873603 Cu0.7866918286533594 ,Ag0.1Ce0.03Cu0.87,0.082594782,2.733885575,-0.003530294,3.1416,1.263690493,-0.003796283,70.27532,7027.532,-0.556484797,0.049288723,0.045357,10.76,1.8564,3.4609,4,2,0,1,1,42.4872,0.17161033,2.349276,-0.020086362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.27532,10.76,4.16,29,31.67,0.5,1.39,0.81,1.8796,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,-0.003530294,0.003530294,0.022325158,0.042023532,0.060054835
Ag10Ce5Cu85,1,Ag10 Ce5 Cu85,Ag0.15022020223176882 Ce0.09756468475373893 Cu0.7522151130144922 ,Ag0.1Ce0.05Cu0.85,0.09925746,1.643223465,-0.010387921,4.1,1.262856217,-0.0043082,71.80672,7180.672,-0.437290009,0.063091717,0.068325,10.6,3.49,3.4775,4,2,0,1,1,41.824,0.201762715,2.8935,-0.028088519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80672,10.6,4.2,29,32.25,0.5,1.4,0.81,1.864,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,-0.010387921,0.011884665,0.008908708,0.040639853,0.061053233
Ag15Ce4Cu81,1,Ag15 Ce4 Cu81,Ag0.22086901302303275 Ce0.07650640968326224 Cu0.7026245772937051 ,Ag0.15Ce0.04Cu0.81,0.093421382,2.610706866,-0.013325297,4.2294,1.262604241,-0.004855435,73.25713,7325.713,-0.556333925,0.056650561,0.060318,10.68,2.4696,3.4422,4,2,0,1,1,41.3316,0.202851091,3.176784,-0.02732017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.25713,10.68,4.23,29,32.86,0.5,1.4075,0.81,1.8733,1.04,0,9.64,0.04,0.097014925,0,0.899253731,0.003731343,-0.013325297,0.01431754,0.054886246,0.063260896,0.070829866
Ag20Ce3Cu77,1,Ag20 Ce3 Cu77,Ag0.288774600261232 Ce0.056265806637455874 Cu0.6549595931013121 ,Ag0.2Ce0.03Cu0.77,0.08718459,4.844354878,-0.016264268,4.2936,1.262352861,-0.005223979,74.70754,7470.754,-0.687261377,0.049368406,0.051757,10.76,1.4284,3.4069,4,2,0,1,1,40.8392,0.203243015,3.403996,-0.026039253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.70754,10.76,4.26,29,33.47,0.5,1.415,0.81,1.8826,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,-0.016264268,0.016854586,0.03675623,0.050634235,0.067843053
Ag20Ce4Cu76,1,Ag20 Ce4 Cu76,Ag0.2858448901888934 Ce0.07425996286895858 Cu0.6398951469421479 ,Ag0.2Ce0.04Cu0.76,0.094776814,3.152866404,-0.020330758,4.7424,1.261940115,-0.00548071,75.47324,7547.324,-0.610144414,0.056631054,0.063168,10.68,2.2976,3.4152,4,2,0,1,1,40.5076,0.216533575,3.646464,-0.030076496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47324,10.68,4.28,29,33.76,0.5,1.42,0.81,1.8748,1.04,0,9.64,0.04,0.097014925,0,0.899253731,0.003731343,-0.020330758,0.020779951,0.049651849,0.0605448,0.069045459
Ag30Ce3Cu67,1,Ag30 Ce3 Cu67,Ag0.408902680523671 Ce0.053114641742658814 Cu0.5379826777336701 ,Ag0.3Ce0.03Cu0.67,0.089275684,6.908049684,-0.030280171,5.0856,1.261031854,-0.006108367,79.13976,7913.976,-0.766405721,0.049342996,0.056157,10.76,1.1604,3.3529,4,2,0,1,1,39.1912,0.227070784,4.129116,-0.030374283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.13976,10.76,4.36,29,35.27,0.5,1.44,0.81,1.8856,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,-0.030280171,0.030280171,0.028284271,0.068306496,0.085922498
Ag40Ce1Cu59,1,Ag40 Ce1 Cu59,Ag0.525926072195004 Ce0.017078865117725887 Cu0.4569950626872701 ,Ag0.4Ce0.01Cu0.59,0.075037764,8.61294284,-0.010538134,4.7304,1.260537068,-0.006018266,82.04058,8204.058,-1.068837329,0.029956084,0.035773,10.92,0.9124,3.2823,4,2,0,1,1,38.2064,0.22162088,4.151644,-0.025116391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.04058,10.92,4.42,29,36.49,0.5,1.455,0.81,1.9042,1.01,0,9.91,0.01,0.092406221,0,0.906678866,0.000914913,-0.010538134,0.032255574,0.056568542,0.067171573,0.095204056
Ag40Ce2Cu58,1,Ag40 Ce2 Cu58,Ag0.5210628952296854 Ce0.03384187769333437 Cu0.4450952270769801 ,Ag0.4Ce0.02Cu0.58,0.082600773,105.1034914,0.031192701,5.1296,1.260131331,-0.006324447,82.80628,8280.628,-0.92694586,0.040786361,0.047292,10.84,0.0784,3.2906,4,2,0,1,1,37.8748,0.233168006,4.341456,-0.029178453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.80628,10.84,4.44,29,36.78,0.5,1.46,0.81,1.8964,1.02,0,9.82,0.02,0.093922652,0,0.904235727,0.001841621,0.031192701,0.031716307,0.042426407,0.05668906,0.087057646
Ag60Ce3Cu37,1,Ag60 Ce3 Cu37,Ag0.7001668822743244 Ce0.045474283837474455 Cu0.2543588338882012 ,Ag0.6Ce0.03Cu0.37,0.083194926,6.279752993,-0.001082139,5.3016,1.257165418,-0.006481307,92.43642,9243.642,-0.936416222,0.048616375,0.057357,10.76,1.3164,3.1909,4,2,0,1,1,34.2472,0.257065571,4.326876,-0.033325646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.43642,10.76,4.66,29,40.67,0.5,1.515,0.81,1.8946,1.03,0,9.73,0.03,0.095458758,0,0.90176089,0.002780352,-0.001082139,0.007536681,0.042426407,0.058651452,0.070570654
Ag70Ce5Cu25,1,Ag70 Ce5 Cu25,Ag0.7673547693679799 Ce0.07119712552962376 Cu0.1614481051023963 ,Ag0.7Ce0.05Cu0.25,0.08558161,2.025795557,-0.018842108,5.18,1.255132899,-0.006202516,98.40004,9840.004,-0.846850917,0.061216251,0.074325,10.6,3.85,3.1535,4,2,0,1,1,31.936,0.263865167,3.8823,-0.035529328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.40004,10.6,4.8,29,43.05,0.5,1.55,0.81,1.882,1.05,0,9.55,0.05,0.098591549,0,0.896713615,0.004694836,-0.018842108,0.022818202,0.020721073,0.045713868,0.060281822
Ag70Ce10Cu20,1,Ag70 Ce10 Cu20,Ag0.7386170241695714 Ce0.137061529001588 Cu0.12432144682884055 ,Ag0.7Ce0.1Cu0.2,0.100293793,0.924881142,0.014620518,6.3,1.253220815,-0.006666319,102.22854,10222.854,-0.662732103,0.084607262,0.1213,10.2,8.96,3.195,4,2,0,1,1,30.278,0.29446175,4.138,-0.045216936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.22854,10.2,4.9,29,44.5,0.5,1.575,0.81,1.843,1.1,0,9.1,0.1,0.106796117,0,0.883495146,0.009708738,0.014620518,0.019297447,0.060925457,0.071426476,0.081848126
Ag28Cu30Fe42,0,Ag28 Cu30 Fe42,Ag0.4153238459622202 Cu0.26214699097915567 Fe0.3225291630586241 ,Ag0.28Cu0.3Fe0.42,0.063959394,0.667647276,-0.015417177,3.8724,1.090031752,-0.008995519,72.721796,7272.1796,-2.198961087,0.056989727,0.137088,9.74,20.3952,3.6706,8,2,0,6,0,55.7994,0.408034979,12.186972,-0.080781001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.721796,9.74,4.28,21,32.78,0.25,1.441,0.1,1.879,1.42,0,8.32,0,0.145790554,0,0.854209446,0,-0.015417177,0.015417177,0.036912058,0.072294457,0.084077768
